Date,gu,dong,Actual,Predicted
2011-06-11,23,88,25700,23887.414361724397
2016-07-26,23,88,44750,41686.82985510525
2008-01-08,23,158,28000,29089.154705867557
2009-08-08,23,85,29500,30321.41479968039
2013-12-28,23,158,22000,26004.092617057777
2019-11-08,23,88,36900,39464.446260062425
2018-01-12,23,158,30000,29096.721197912626
2012-02-14,23,88,15300,15909.529539717618
2019-09-28,23,158,36500,34920.2816001965
2011-03-05,23,85,21500,18337.453235074943
2015-12-15,23,130,36500,32878.12456271766
2016-06-11,23,130,43200,43304.60500464238
2024-03-16,23,158,51800,52986.7234987235
2014-06-24,23,158,34500,36698.40550025974
2014-04-04,23,85,30600,31045.27238244596
2008-04-30,23,158,19000,17731.266355203796
2007-11-13,23,88,15700,15610.367003367002
2007-04-06,23,158,11000,11270.579150760368
2020-07-11,23,83,59500,58944.111325983395
2008-04-08,23,158,32000,29340.47971753706
2006-12-10,23,158,14500,16689.74240928238
2015-10-08,23,88,42500,39190.22559229719
2013-09-25,23,85,15300,15304.614833675301
2006-10-25,23,130,20700,22146.213081708473
2015-11-20,23,130,40000,34283.53795640174
2019-06-10,23,158,27700,26838.216006543455
2007-10-04,23,158,9700,10353.682893239657
2018-06-13,23,85,37300,41641.235946151166
2014-06-10,23,85,26000,26959.344205021436
2006-11-18,23,85,35000,25681.606175922283
2018-08-13,23,158,30800,30576.425131567314
2019-08-29,23,130,49000,51385.19731761539
2023-06-23,23,85,55173,55586.28399167967
2006-09-08,23,88,16300,17238.61921676741
2009-09-02,23,158,37000,32476.74140519947
2014-03-15,23,130,41200,39750.74037909489
2013-09-12,23,85,29200,26066.670272272175
2016-09-26,23,130,38400,35211.65910074397
2016-10-27,23,158,23500,20661.78072016818
2006-09-15,23,88,48000,47360.02415458937
2014-07-14,23,158,31863,32297.953963518063
2018-10-30,23,130,44700,45937.53864158499
2008-01-02,23,88,41800,39361.027362794484
2017-05-02,23,85,40000,38496.87228226808
2008-03-11,23,88,42000,39005.14965350053
2016-09-03,23,88,30750,30231.265221646554
2008-07-10,23,85,40000,40403.73309426594
2010-03-16,23,85,37200,35781.5680127853
2011-08-03,23,88,23200,23256.016852575256
2016-06-21,23,85,32900,35527.27699195966
2012-12-11,23,250,34500,34826.39727824714
2014-09-10,23,158,39000,39409.763000536084
2016-10-25,23,130,29500,28253.148148148146
2021-01-13,23,158,58400,67734.10110043002
2020-05-12,23,130,63000,55506.359898578194
2018-11-15,23,85,45000,47142.94005857757
2023-02-13,23,158,67500,60048.5
2011-02-28,23,158,31600,29089.154705867557
2006-10-16,23,85,26000,23348.246345883195
2008-09-02,23,158,18900,17731.266355203796
2018-08-01,23,130,39200,39841.17994061919
2007-05-30,23,83,23750,26637.042478284355
2006-02-17,23,158,13000,13120.926196423574
2020-02-29,23,158,38000,38648.952786358626
2013-07-20,23,158,22500,22706.85279321863
2007-11-06,23,130,33000,31035.318900365302
2014-08-25,23,158,33020,32558.489090027662
2018-03-10,23,158,23000,23921.74168876581
2008-04-09,23,158,51000,46489.090906566074
2019-10-17,23,130,44500,44468.54138124952
2013-09-05,23,158,28500,33069.118052477046
2015-11-07,23,130,35200,32245.061219470066
2016-05-12,23,158,40500,42023.4626504474
2009-06-20,23,130,46000,42275.949191743544
2019-07-12,23,88,52500,56878.85827957465
2015-03-18,23,88,32750,30848.86118975838
2011-12-11,23,85,24600,23354.003414066374
2010-01-27,23,85,29900,28824.667835914257
2013-11-20,23,83,48582,53031.646194602945
2018-02-28,23,158,47000,46472.26409605668
2020-09-24,23,158,80000,78774.68412153066
2018-07-27,23,85,38000,39989.63842960823
2020-05-21,23,130,34700,33742.403418745525
2015-05-21,23,130,34900,34350.17682897453
2007-06-02,23,85,28000,31927.5481105913
2017-03-10,23,158,26500,26521.78243029073
2019-10-07,23,158,43000,46199.41635531989
2009-07-30,23,250,28000,30779.433342099714
2006-02-25,23,85,11500,13222.033788557741
2013-09-10,23,158,25700,26033.358879118157
2024-04-27,23,130,68000,58345.2316443122
2014-02-17,23,130,33000,27774.718850144618
2023-08-05,23,158,58000,60378.716850602694
2017-03-13,23,158,20000,21922.418423202293
2024-04-11,23,158,33000,34537.279586610886
2007-05-02,23,85,25000,20449.074973722283
2017-06-01,23,88,45000,43686.944444444445
2009-10-24,23,158,22800,21634.183963121395
2018-01-23,23,158,37500,40609.42480954539
2021-03-11,23,88,59000,76815.74495382591
2017-11-04,23,250,25100,36530.52914677914
2022-05-06,23,130,32750,33077.071216971664
2010-07-02,23,158,43657,44088.07827805307
2007-04-13,23,88,28000,26769.95043131363
2018-08-25,23,83,47800,49446.005994288054
2014-03-07,23,83,15300,15934.687161882834
2007-02-16,23,158,62000,51333.78510737347
2006-03-09,23,88,28850,27457.988096906953
2014-02-24,23,130,38900,38389.29134001634
2017-05-11,23,158,28300,27410.387745993943
2007-03-19,23,85,11700,11627.359547859549
2014-03-11,23,83,33500,34387.788262129114
2018-03-22,23,158,28000,29067.900362467208
2007-09-01,23,85,25000,23093.624278792773
2022-08-30,23,85,133700,113238.01742191118
2015-06-03,23,85,37000,33991.21890019732
2016-06-20,23,158,32900,32789.40740740741
2014-04-16,23,83,41000,40603.05573118268
2021-01-22,23,130,52000,54062.24823948482
2013-05-01,23,130,26200,29622.954461390476
2012-12-05,23,158,25800,27803.424965419075
2008-04-12,23,85,21000,23328.19235766929
2017-07-19,23,130,40000,38050.83182108323
2016-10-20,23,130,31500,31105.241893908555
2006-03-10,23,85,12500,13646.901670320682
2018-09-11,23,85,56750,47944.4626984127
2022-05-06,23,130,33850,33565.99829268695
2006-02-26,23,158,9300,9413.490800308375
2017-06-26,23,88,29500,30423.43597596145
2008-03-10,23,130,29250,32392.282762031555
2014-08-25,23,83,42750,39459.9650369065
2017-05-07,23,83,30400,29483.797632922637
2007-04-16,23,88,9950,9518.377758748711
2020-06-29,23,250,57000,75554.42461334962
2016-06-20,23,130,43500,42927.93668521841
2017-07-04,23,158,31150,30454.952783867015
2017-12-21,23,85,39000,37122.15214318339
2017-05-16,23,83,31500,32272.58916664309
2014-10-08,23,158,26300,28750.64926582152
2016-08-20,23,85,32000,35187.71103512552
2007-10-06,23,85,9700,10278.029917049182
2014-10-08,23,158,45000,41897.5439920111
2024-08-20,23,158,63000,58860.2126984127
2014-11-01,23,158,21750,21503.791495551297
2006-10-17,23,158,13550,14214.540466651106
2021-07-22,23,130,70500,70513.15641600596
2010-07-14,23,250,28000,26833.37895651263
2014-11-11,23,250,12400,12434.255194509169
2016-04-09,23,130,25300,25715.662711818128
2013-12-13,23,85,28300,31097.191862508083
2006-05-26,23,158,34500,32246.4831288831
2017-01-30,23,158,37000,37645.965178653634
2007-07-05,23,158,26400,26449.68674901436
2007-09-18,23,85,28600,29810.938090931115
2022-12-30,23,158,40200,52567.11111111112
2015-01-24,23,88,24000,24360.17083282709
2017-02-20,23,88,18300,21928.48115078797
2018-08-27,23,158,41800,39270.03372230848
2011-08-22,23,250,31500,25660.00969527264
2006-12-08,23,130,37300,32890.40779587159
2007-12-13,23,158,13500,16984.872280059924
2011-03-01,23,158,17000,16960.285684995375
2016-10-07,23,158,34400,34421.56018518518
2008-01-26,23,88,38700,39097.45723071527
2012-07-10,23,130,21500,22826.44298079977
2009-04-15,23,88,51000,48205.97282663479
2023-09-20,23,158,60500,61503.894370872724
2011-02-18,23,130,65100,61798.61111111112
2013-11-26,23,250,35000,34475.33063309055
2018-07-19,23,158,29300,30102.20632949367
2015-03-07,23,158,23800,24064.865275229622
2007-07-20,23,85,23000,23174.02855059606
2009-05-13,23,85,39250,36843.92447829251
2020-10-27,23,83,45000,43820.718253968254
2006-02-14,23,158,22000,22518.05753373881
2016-10-06,23,158,25400,31221.246054751275
2017-12-28,23,250,39000,40959.477582907784
2006-02-27,23,158,8300,9447.263487205446
2019-11-13,23,130,54800,55113.99126663989
2023-06-17,23,130,62500,58152.36452929804
2014-08-19,23,130,56351,56146.14843829344
2007-04-18,23,158,16000,16581.861652867494
2014-05-20,23,85,16000,17289.898167104773
2006-10-24,23,85,21000,19789.442226473453
2019-05-21,23,250,53000,49177.55824990117
2015-05-04,23,158,35000,38257.137675336366
2017-04-19,23,158,18800,18659.277830088085
2009-06-12,23,88,51000,47189.849457448625
2013-07-24,23,85,35000,35455.739405940076
2020-07-09,23,85,21900,21477.880434782608
2010-07-03,23,88,40000,39005.14965350053
2021-06-03,23,158,60000,56042.375689933244
2016-05-03,23,158,34600,36315.97246555196
2007-07-04,23,88,16800,17461.026367363294
2017-10-30,23,158,41500,39668.54704615617
2007-07-15,23,130,40800,33179.85523395826
2012-07-03,23,85,23000,23413.899918467283
2008-05-01,23,158,25000,22407.127832105853
2016-07-17,23,85,27500,26948.877312618137
2013-12-23,23,158,22500,23030.119264434376
2018-05-12,23,83,41500,42705.8497268434
2007-10-07,23,88,17250,17836.922623334853
2006-10-27,23,158,15000,13769.937938483252
2008-02-16,23,250,18350,21606.164748094667
2015-08-08,23,85,26000,26038.028915998486
2017-08-21,23,85,22900,21783.11065017329
2009-02-10,23,158,28500,28309.516172126572
2023-09-09,23,158,35000,37278.14857928249
2013-09-23,23,85,19650,20917.39794149245
2011-01-10,23,85,34000,34869.61673243735
2008-03-06,23,88,32000,31693.47369187025
2013-01-08,23,158,21900,22127.23907255973
2016-10-06,23,250,29500,28053.080326619012
2012-10-29,23,85,16500,17624.596490992226
2018-04-30,23,88,17400,17681.14913926424
2021-05-19,23,88,111000,114994.27169312169
2009-06-15,23,88,20000,27147.51399439797
2006-09-18,23,85,20200,23469.21955575521
2018-11-26,23,88,18450,18023.404484426657
2007-10-12,23,85,29800,27761.80526664289
2007-05-10,23,158,8700,9559.838248328066
2020-12-05,23,250,57000,52856.607142857145
2024-09-04,23,250,59900,64757.03018278018
2011-12-17,23,85,29700,26831.603301541512
2007-02-05,23,158,24800,26237.249817008826
2020-10-12,23,158,61000,60333.57472781709
2020-11-30,23,83,39000,68450.68160597573
2017-07-12,23,85,34700,35382.231445195685
2010-04-26,23,85,22000,23973.05109708929
2015-02-17,23,158,28300,29451.78003381249
2012-10-30,23,88,39750,42643.229173644104
2015-04-06,23,250,35800,31657.691776474316
2008-04-19,23,130,24000,22657.085632003378
2017-07-08,23,88,58000,57258.90769169056
2018-09-05,23,130,54000,50984.02400503783
2014-09-15,23,85,27000,26959.344205021436
2018-01-04,23,88,22500,23765.789273306877
2007-03-19,23,85,8000,8355.33822978186
2015-03-19,23,130,40000,41189.41812519506
2017-11-13,23,83,35000,33461.46742662444
2015-06-24,23,88,40000,33913.69077975819
2011-09-16,23,88,36700,34849.58930148386
2021-03-26,23,85,93000,84133.84744268078
2006-10-10,23,158,23000,23871.363083035856
2017-05-23,23,85,23000,42904.74039359334
2022-05-06,23,130,55600,57204.84537331165
2007-07-26,23,130,19100,21557.87743083475
2009-08-31,23,83,34000,34689.57431388473
2017-04-11,23,85,35200,35359.29497106172
2006-04-21,23,130,14400,13359.220194190933
2016-01-20,23,158,29000,31706.356086427902
2016-01-11,23,158,34000,35726.90779761582
2019-11-11,23,88,79500,78694.9246031746
2008-03-06,23,250,23900,25800.382980804494
2006-11-07,23,83,45000,43087.999387464384
2012-09-27,23,85,33000,31376.596892349076
2015-08-18,23,88,52000,49755.10800052585
2007-12-11,23,158,13950,13754.368187959213
2016-01-20,23,130,28000,29301.730697407165
2016-03-02,23,88,18300,20127.827639505602
2018-06-04,23,158,19450,19975.76459367702
2006-09-29,23,158,14500,13709.336643760498
2006-09-06,23,85,15000,15322.2447534041
2011-04-07,23,250,26600,26293.158021400777
2009-08-07,23,158,13800,14555.551638268422
2017-06-08,23,88,11600,11693.760734203508
2010-10-30,23,88,29900,36741.548220708144
2007-03-06,23,158,16450,17320.098115692792
2018-05-19,23,88,18500,22143.346986346987
2021-04-17,23,85,50000,45295.57664486195
2014-06-18,23,88,23850,24333.99491970163
2017-11-15,23,83,39800,38879.71320227061
2019-12-16,23,158,49500,48806.60751451673
2021-07-21,23,158,60300,59991.427698398446
2011-05-22,23,85,35000,32460.143108782708
2010-06-21,23,130,28000,27705.445938606103
2016-03-07,23,158,20000,20065.687507467563
2020-12-19,23,88,59000,57680.9421867817
2006-03-05,23,130,23000,22436.097124504075
2014-01-06,23,158,33036,33528.31061178225
2021-05-01,23,88,44500,45143.07927554917
2006-02-18,23,85,9350,9372.614617169796
2009-05-13,23,158,41800,39589.94265837809
2014-12-26,23,158,29500,30236.043967767688
2006-09-09,23,85,21960,22612.9714927758
2018-08-11,23,130,46800,43535.90266950395
2010-12-14,23,85,26500,25724.870068362074
2021-07-10,23,158,66700,71035.36256483334
2007-11-18,23,83,39500,33712.3770177208
2007-02-24,23,250,15000,14645.603975565255
2006-09-28,23,85,24500,22321.382722804734
2024-08-17,23,88,35000,34716.38660269033
2007-01-20,23,88,17000,15760.536100202267
2012-05-16,23,158,23700,22373.1071784458
2018-08-17,23,85,41500,45536.87534092577
2014-09-27,23,85,25200,26174.604517239575
2009-07-01,23,88,42500,39574.152063964284
2015-09-02,23,83,32000,29705.2224284144
2017-04-13,23,158,35000,34529.47779563386
2018-05-24,23,88,24500,29883.909761982344
2024-01-20,23,88,59800,70294.92558502266
2015-04-15,23,88,20300,21320.455644500067
2020-10-24,23,88,37500,65963.72013410614
2020-12-04,23,85,8500,8805.882310587
2011-06-15,23,158,29000,28932.27279917775
2012-12-22,23,83,20300,23099.25503943694
2006-11-09,23,158,17000,16249.193004224331
2021-05-05,23,85,81000,78854.62431881114
2022-01-17,23,158,62000,56800.72222222222
2006-12-29,23,88,17000,15012.00986103996
2017-10-11,23,158,51900,53120.97938496393
2016-09-13,23,158,41800,41179.30811475996
2016-05-18,23,88,55200,52535.71025539887
2009-04-16,23,158,15800,17768.076919024086
2011-04-04,23,158,22000,20920.818951995396
2017-08-09,23,88,52500,49553.89266334057
2022-06-03,23,130,81000,78117.42121060831
2017-06-13,23,130,36000,35405.83009803968
2006-04-19,23,250,19500,21694.015695895618
2016-04-22,23,88,29500,30287.078714000618
2015-05-25,23,83,21700,23699.873008783474
2012-04-24,23,158,19300,17567.79105617349
2008-12-01,23,130,27900,31441.176123429184
2020-06-24,23,88,36500,38739.45335448627
2008-03-28,23,158,24000,21724.9088162374
2021-01-23,23,158,39200,43919.8156434495
2018-07-17,23,158,48800,46474.36682691327
2015-07-24,23,158,29800,30602.335108254785
2017-01-07,23,85,40500,42002.37717663914
2017-04-20,23,85,55000,55079.845465524806
2021-05-24,23,158,65500,63769.26887202768
2008-03-24,23,88,21000,22084.88226067524
2011-09-09,23,85,14000,14037.582441880406
2015-07-21,23,85,19400,19544.056436046703
2019-03-23,23,130,47000,53033.581871634335
2017-06-05,23,88,21000,22338.775240224604
2011-10-10,23,158,19600,25919.012907871394
2012-02-11,23,158,16000,14966.394339437316
2016-07-29,23,88,11400,11058.428524248086
2018-10-08,23,88,53000,45145.38888888889
2017-11-30,23,130,59800,52859.618055555555
2007-08-20,23,158,19000,16548.185026164767
2016-10-13,23,250,29500,28646.831048119733
2020-01-31,23,130,62000,57825.64707966112
2024-07-19,23,85,59500,69359.52328042328
2008-04-01,23,130,29500,30101.80448154005
2015-06-12,23,88,20400,20161.841878504365
2016-03-14,23,88,35500,41160.70026579209
2014-08-08,23,158,37700,38902.94240932163
2007-03-21,23,85,15500,15969.9511350461
2007-12-20,23,158,28500,28509.97261734626
2017-06-14,23,85,38900,36980.67947134019
2013-08-15,23,85,15800,17464.650469203272
2011-10-04,23,250,32000,33402.63940760041
2011-04-12,23,83,36500,36937.44302185811
2018-04-17,23,85,37500,36624.256391851464
2010-02-01,23,250,18500,23112.890342863793
2009-07-17,23,250,32500,30278.136213525137
2013-11-11,23,83,34350,34280.09882157249
2006-04-30,23,88,37800,34155.57252635839
2018-09-04,23,85,61500,53624.226435650526
2008-04-03,23,158,20750,21984.26701039645
2018-09-12,23,130,47000,43576.666666666664
2014-03-21,23,250,24100,22335.913750430842
2007-05-18,23,158,10050,9674.323414554894
2017-05-20,23,130,30000,33173.94554282496
2015-10-20,23,85,19000,19544.056436046703
2015-10-26,23,130,13500,13511.495577909327
2008-04-16,23,250,25000,30944.88252562617
2012-07-28,23,158,26000,28846.568012102132
2007-03-22,23,250,13000,15474.254238562724
2019-04-09,23,130,48000,48872.24104861497
2011-06-01,23,130,43000,38857.59348926146
2024-09-12,23,158,60000,61273.31103092654
2006-11-28,23,158,15700,14795.30435771508
2014-09-27,23,158,29800,30441.998246215182
2006-06-12,23,130,21500,21616.279044247218
2016-05-23,23,158,19000,19936.136729356174
2017-04-05,23,130,26800,27296.14570006394
2019-10-07,23,130,39000,38605.0
2024-06-15,23,158,58700,61207.196834998715
2020-02-04,23,83,42000,40369.60649351411
2015-10-12,23,158,18000,20000.02308013674
2011-01-24,23,85,35000,34690.01263864717
2017-12-01,23,83,27000,25282.110042735047
2020-03-25,23,83,51500,52906.209200019664
2020-01-16,23,130,48700,52995.281616744156
2006-07-05,23,250,18300,19668.22141762071
2009-08-22,23,130,30000,31113.2897143354
2023-02-14,23,83,46500,54417.32927312339
2018-01-27,23,130,45800,43786.28973163179
2020-08-01,23,88,25800,44446.03417287445
2006-12-05,23,158,16000,15206.892135642136
2019-12-02,23,83,9500,9350.260004652193
2009-04-17,23,85,25900,29987.20056022207
2016-06-16,23,250,39000,37036.37698579723
2023-12-14,23,88,35500,34629.257795507176
2010-02-08,23,88,23800,22293.06170559929
2019-09-02,23,130,56200,52672.73174852459
2007-10-12,23,158,16900,15855.778361356368
2016-07-30,23,83,9500,9632.478334759986
2019-05-27,23,158,34700,35985.10367649779
2009-05-31,23,83,27400,28639.877708339667
2015-06-26,23,83,33300,32726.487406271885
2024-06-08,23,130,47800,47530.24465439197
2017-05-03,23,88,45300,43400.0411400599
2020-08-15,23,158,45800,46699.444444444445
2020-08-05,23,130,14200,14008.376990987705
2017-01-05,23,250,41000,40555.416082914904
2009-10-24,23,158,30000,27566.649452576006
2014-01-10,23,85,23000,23354.003414066374
2021-06-05,23,130,63800,58227.30635288929
2015-09-14,23,158,43800,42712.89281661078
2014-06-13,23,130,30450,30815.746546766375
2011-12-15,23,88,70599,60226.79917142735
2021-06-18,23,158,67500,70069.93429801395
2012-08-14,23,130,29500,30815.746546766375
2014-09-01,23,85,36000,38407.73396991571
2006-12-05,23,130,24000,26822.016866854483
2014-03-02,23,85,38900,33844.439065613624
2006-07-01,23,158,14100,16735.11953124004
2011-08-31,23,85,33800,32926.819994734906
2016-07-18,23,158,25000,24865.02971080183
2018-08-21,23,250,42000,51509.61995432612
2011-03-01,23,85,12500,14037.582441880406
2020-02-21,23,83,47500,48242.606006864
2020-06-22,23,85,49800,42207.03703703704
2009-09-22,23,158,35000,33480.50746990645
2006-05-31,23,83,29400,26649.702565530682
2018-07-13,23,158,26700,30536.156355984756
2020-02-22,23,158,50000,50161.99776420709
2017-02-17,23,158,40000,41362.85956702053
2006-05-16,23,85,20200,21574.042596757332
2011-01-10,23,85,13700,14037.582441880406
2013-03-04,23,158,21500,21658.095492571552
2021-01-24,23,158,75000,85751.29693763028
2007-10-17,23,88,11400,11636.136840455727
2009-02-13,23,250,23000,23817.872320708986
2024-04-13,23,158,68000,60986.01851851852
2018-04-09,23,158,42000,45708.53787878788
2011-12-29,23,85,13000,14037.582441880406
2011-04-11,23,88,31000,31566.10107511416
2014-02-16,23,88,11900,15799.732190603512
2015-03-24,23,83,26500,30418.952353464763
2013-05-06,23,158,40500,41943.821349169746
2011-09-14,23,88,33000,36483.1598791019
2009-06-24,23,88,42000,39005.14965350053
2006-06-28,23,158,11800,13166.574724150083
2015-05-22,23,85,37000,36639.46208340066
2019-10-19,23,130,43000,45608.33029302519
2006-05-22,23,158,9000,9648.53939118223
2016-06-28,23,85,44800,43890.55185185186
2015-09-25,23,88,44200,42391.62871790798
2013-06-01,23,85,30200,28830.542658671773
2009-11-07,23,88,54000,47777.841443590616
2015-07-10,23,85,31900,30851.127916051217
2009-06-15,23,85,30000,32133.614263001964
2016-03-21,23,158,16800,16262.416575653126
2021-07-31,23,88,48800,49208.64739805157
2006-12-19,23,85,19500,18475.14669573996
2014-09-20,23,130,33250,29486.209893261388
2023-01-10,23,85,100000,104910.0430442586
2014-02-10,23,158,21000,22164.185570597532
2007-08-04,23,85,20000,18319.694852164757
2009-08-28,23,158,30000,29802.417236058023
2023-06-23,23,85,27445,27676.158788719073
2017-09-05,23,158,30700,29103.047305520988
2020-07-01,23,85,55000,62195.020992900274
2016-11-15,23,158,38600,38349.61718494336
2022-05-06,23,130,33400,33565.99829268695
2016-05-31,23,158,26750,25658.802286168626
2011-05-11,23,158,50000,53880.10765583173
2016-10-09,23,85,30000,31227.924989682066
2020-06-17,23,158,49900,50781.43173846522
2024-08-15,23,88,71000,65484.47811712252
2020-04-01,23,85,64600,60674.96753393788
2012-02-28,23,85,39600,33892.791365281715
2018-02-19,23,158,45200,46401.490005223764
2011-02-09,23,158,54000,49343.298095423095
2013-02-23,23,130,31700,30815.746546766375
2017-05-01,23,158,33250,31889.918277972887
2018-08-11,23,158,27500,30474.94244758463
2015-12-28,23,158,33000,30183.22814860038
2018-05-18,23,88,58000,60389.83784694983
2007-07-13,23,158,8700,9379.271036256343
2010-02-06,23,130,28350,28398.35344666384
2015-03-18,23,83,26500,30289.373309065162
2019-09-23,23,158,26800,27820.628815628817
2013-12-26,23,83,26200,27987.47726610576
2009-06-29,23,158,29850,29385.415760937074
2013-12-12,23,158,37668,38763.18064069086
2019-12-26,23,158,45000,42378.38981970948
2016-11-15,23,158,32000,32656.19817798277
2017-07-01,23,158,35500,33037.89980830803
2024-07-27,23,158,75900,68476.47058503845
2017-05-28,23,158,42500,41221.54676317835
2015-04-06,23,158,22000,22818.8009442784
2007-03-29,23,158,25200,26151.311477341293
2011-02-26,23,158,24750,22197.937413143594
2017-11-10,23,85,38500,36974.08100360432
2013-11-01,23,158,35500,36698.40550025974
2006-05-23,23,88,13600,14130.150489809224
2006-09-09,23,158,19500,19853.383707819983
2007-09-11,23,88,40000,37436.27183055851
2016-07-05,23,88,43000,45371.27695053676
2013-06-15,23,85,30000,33987.080011486054
2014-07-14,23,130,12500,13614.009809286208
2021-08-21,23,88,95000,93110.76645021644
2016-11-23,23,158,25800,25597.018869566757
2015-04-16,23,85,28000,35601.219268148634
2009-07-30,23,85,12700,14047.676278270541
2018-04-23,23,250,27300,30781.778270619987
2023-07-24,23,130,71500,68458.79154681288
2018-03-12,23,158,35500,36499.703380347164
2011-04-05,23,85,36000,33739.25483001966
2014-09-26,23,158,28200,29200.278853399985
2010-03-18,23,250,24950,23817.872320708986
2015-05-08,23,158,22000,21352.109083653504
2016-04-09,23,88,44000,41619.2330147196
2017-04-15,23,158,23200,22012.29936611878
2024-04-20,23,85,58500,69118.82190406338
2019-11-14,23,158,55500,53573.37180776496
2012-11-01,23,88,42000,44919.98829166983
2019-10-29,23,130,28100,42801.83198482732
2012-11-01,23,158,44000,39831.427079026165
2019-04-19,23,158,22500,21224.07489859355
2022-05-27,23,130,21900,21554.453703703704
2007-11-18,23,130,24200,24567.4539876113
2010-10-05,23,250,31600,34464.23797562077
2008-02-23,23,85,13000,13972.010086017453
2006-05-15,23,88,20000,18071.447108565226
2006-12-17,23,130,42000,32855.02251653129
2023-06-22,23,88,84500,83955.87998982966
2012-09-03,23,83,31000,34064.363044034
2015-11-06,23,158,32000,30038.29288202776
2024-06-19,23,88,50000,60316.85205136826
2019-11-22,23,85,57000,56290.44441092017
2018-01-11,23,85,42500,45080.7026299151
2015-04-07,23,250,33000,30374.851418954626
2012-02-11,23,158,24500,23105.98732934789
2018-06-05,23,88,47500,53210.9417989418
2012-02-22,23,88,52000,50953.59803940889
2016-09-07,23,85,36100,33923.205425889515
2006-03-22,23,158,18800,19205.570978551055
2006-12-19,23,83,21400,25100.106024003864
2020-11-14,23,158,61500,60623.23603450158
2014-01-04,23,158,24300,26048.499523964678
2019-12-13,23,130,22200,22180.11969478262
2011-10-13,23,85,33000,26831.603301541512
2007-06-30,23,158,19700,16621.894241309514
2016-03-23,23,250,34700,34117.072203150405
2023-06-26,23,130,69500,68003.8175936761
2009-08-04,23,130,69200,65163.88888888888
2019-12-13,23,130,21800,21860.02445668738
2014-07-03,23,88,39000,35754.373875700236
2016-12-06,23,158,38000,40783.8196497495
2011-01-21,23,158,27000,29425.562257637208
2011-08-07,23,83,28000,27628.645279310487
2022-05-17,23,88,12000,11588.069891273812
2018-08-21,23,88,32000,37862.993162393155
2015-09-24,23,88,36800,35392.29167434494
2008-02-27,23,250,22000,25800.382980804494
2013-11-08,23,250,22500,22424.70742451079
2013-08-19,23,130,30600,30815.746546766375
2015-04-08,23,158,37800,36194.92287217646
2006-12-25,23,85,10950,9273.974042127238
2017-06-25,23,85,47500,41672.58783117878
2016-08-30,23,85,30500,33872.500448621155
2015-01-13,23,158,29000,29585.30525088239
2017-05-27,23,158,26500,27552.05361638898
2019-11-28,23,158,42600,46988.5317022206
2018-09-07,23,85,29500,26900.08010746727
2017-05-09,23,83,37900,38309.59071765817
2018-06-02,23,158,34000,37482.22925983092
2006-07-10,23,83,21500,19300.173481711525
2009-08-09,23,83,30000,31397.732828471697
2016-01-18,23,88,49000,51560.60325367002
2023-06-20,23,158,58000,58899.04992002975
2015-08-14,23,158,27000,25601.665486398735
2018-09-19,23,83,24000,29749.928474406093
2020-07-03,23,130,24500,26488.099203991358
2021-06-26,23,250,64500,58722.083333333336
2014-07-14,23,158,32806,33527.446819252444
2014-06-03,23,158,22000,22187.831395902744
2019-08-26,23,130,50000,47586.8887899482
2018-08-14,23,158,27400,30261.2380952381
2015-10-30,23,130,28500,29638.50761248061
2011-12-21,23,130,29000,30940.41888994236
2017-04-26,23,250,33000,33187.6884018759
2018-11-14,23,85,41500,43794.89866522366
2016-04-02,23,158,32500,34933.20187618131
2018-08-21,23,83,23750,25007.59990125615
2016-05-04,23,130,34700,35232.07465925953
2012-11-12,23,250,24600,23368.0739642005
2006-04-20,23,85,16500,21110.947845621304
2021-06-20,23,85,50000,47074.902701022416
2006-05-22,23,88,13200,15888.131082847294
2014-03-29,23,83,31450,30906.126523292376
2020-06-09,23,158,31000,33226.666666666664
2014-05-20,23,130,36500,38389.29134001634
2006-10-25,23,158,17800,19315.596800847485
2007-04-04,23,158,22600,22873.75
2017-06-12,23,130,45200,43132.79674653637
2011-05-20,23,83,27500,27514.402855068063
2021-07-27,23,85,39550,39952.166666666664
2024-06-20,23,88,79500,73886.50730898725
2019-08-15,23,158,44800,43324.699755647176
2020-11-28,23,130,73000,70863.249142733
2011-12-13,23,85,25000,25734.793770674663
2014-10-05,23,83,35000,36301.33910141281
2014-06-03,23,250,30000,31370.969876969444
2020-10-05,23,130,13930,13965.475967853703
2011-03-19,23,158,26750,26191.005742163787
2021-06-21,23,130,66500,63735.37369575108
2014-12-23,23,83,34700,36567.64315123772
2008-04-11,23,85,34500,32166.94983548027
2013-09-16,23,85,32500,34895.393598301576
2017-02-14,23,85,20200,21464.29085960562
2011-05-07,23,85,31000,29430.857340917562
2008-03-31,23,158,31575,28311.854233488033
2017-04-10,23,85,38500,37782.53532831723
2016-01-09,23,85,41200,39080.3964322452
2016-03-29,23,130,39100,38282.02617830653
2019-12-26,23,83,29000,26959.166666666668
2014-02-03,23,158,27400,25993.047643512797
2006-03-19,23,158,7950,7691.457638169042
2010-05-14,23,158,45083,47036.76687635844
2012-12-29,23,130,37000,39595.067774708215
2018-05-02,23,158,26800,27145.744729284594
2006-11-02,23,83,13900,15403.652632321713
2022-07-04,23,130,162000,157266.66666666666
2018-02-28,23,158,31750,34223.06784649076
2006-05-30,23,88,28000,20892.09129659453
2024-08-14,23,88,83000,82788.91623532477
2007-11-13,23,85,39735,27983.723310465095
2007-02-07,23,158,8200,8808.94072323307
